Id,Label,timeset,0,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,pageranks,indegree,outdegree,Degree
abhimanyudwived,abhimanyudwived,,13,2,0,0,0,0,0,0.000725,1,0,1
jobelhannah,jobelhannah,,34,2,0,0,0,0,0,0.000725,1,0,1
smartyroxx,smartyroxx,,36,2,0,0,0,0,0,0.000725,1,0,1
harishml039,harishml039,,4,3,0,0,0,0,0,0.000754,1,0,1
404b181cdb2244f,404b181cdb2244f,,23,3,0,0,0,0,0,0.000754,1,0,1
arundrma,arundrma,,9,3,0,0,0,0,0,0.000754,1,0,1
njmallikarjuna,njmallikarjuna,,3,3,0,0,0,0,0,0.000754,1,0,1
NjmrSvt,NjmrSvt,,2,3,0,0,0,0,0,0.000754,1,0,1
avipachhi,avipachhi,,9,3,0,0,0,0,0,0.000754,1,0,1
harnallichandan,harnallichandan,,141,3,0,0,0,0,0,0.000754,1,0,1
girishhari15,girishhari15,,2,3,0,0,0,0,0,0.000754,1,0,1
chethanshekar,chethanshekar,,6,3,0,0,0,0,0,0.000754,1,0,1
Chetankbm,Chetankbm,,225,3,0,0,0,0,0,0.000754,1,0,1
aswathrajesh,aswathrajesh,,9,3,0,0,0,0,0,0.000754,1,0,1
gaganthedoctor,gaganthedoctor,,10,3,0,0,0,0,0,0.000754,1,0,1
arunramesh123,arunramesh123,,49,3,0,0,0,0,0,0.000754,1,0,1
ARUNRAMESHG,ARUNRAMESHG,,17,3,0,0,0,0,0,0.000754,1,0,1
arjunshastry123,arjunshastry123,,28,3,0,0,0,0,0,0.000754,1,0,1
deepakgd,deepakgd,,14,3,0,0,0,0,0,0.000754,1,0,1
malappa,malappa,,6,3,0,0,0,0,0,0.000754,1,0,1
dinesh88813,dinesh88813,,612,4,0,0,0,0,0,0.001027,1,0,1
aplsmith5,aplsmith5,,264727,4,0,0,0,0,0,0.001027,1,0,1
rajathbr07,rajathbr07,,17,4,0,0,0,0,0,0.000728,1,0,1
neilkurien,neilkurien,,169,4,0,0,0,0,0,0.000728,1,0,1
SyedMoinuddin06,SyedMoinuddin06,,274,4,0,0,0,0,0,0.000728,1,0,1
ashwin1y3r,ashwin1y3r,,16,4,0,0,0,0,0,0.000728,1,0,1
RashiDhilla,RashiDhilla,,41,4,0,0,0,0,0,0.000728,1,0,1
RajRohitYadav97,RajRohitYadav97,,21,4,0,0,0,0,0,0.000728,1,0,1
Shadowsofspring,Shadowsofspring,,25,4,0,0,0,0,0,0.000728,1,0,1
Sushmithakenka1,Sushmithakenka1,,4,4,0,0,0,0,0,0.000728,1,0,1
KingPru14,KingPru14,,2,4,0,0,0,0,0,0.000728,1,0,1
krut_sanghvi,krut_sanghvi,,43,4,0,0,0,0,0,0.000728,1,0,1
KZilkar,KZilkar,,3,4,0,0,0,0,0,0.000728,1,0,1
SHREYAS10751901,SHREYAS10751901,,10,4,0,0,0,0,0,0.000728,1,0,1
datslytheringal,datslytheringal,,25,4,0,0,0,0,0,0.000728,1,0,1
GaneshYuvashree,GaneshYuvashree,,16,4,0,0,0,0,0,0.000728,1,0,1
sanukum48196251,sanukum48196251,,2,4,0,0,0,0,0,0.000728,1,0,1
ShandilyaMs,ShandilyaMs,,1,4,0,0,0,0,0,0.000728,1,0,1
FofliaD,FofliaD,,4,4,0,0,0,0,0,0.000728,1,0,1
palathadaka,palathadaka,,1,4,0,0,0,0,0,0.000728,1,0,1
MevinBruno,MevinBruno,,3,4,0,0,0,0,0,0.000728,1,0,1
Kunalvdodeja,Kunalvdodeja,,41,4,0,0,0,0,0,0.000728,1,0,1
arch_kashyap,arch_kashyap,,23,4,0,0,0,0,0,0.000728,1,0,1
pruthvirraju1,pruthvirraju1,,11,4,0,0,0,0,0,0.000728,1,0,1
rudramehta2512,rudramehta2512,,146,4,0,0,0,0,0,0.000728,1,0,1
arthik_alex,arthik_alex,,8,4,0,0,0,0,0,0.000728,1,0,1
Callmemanzu,Callmemanzu,,7,4,0,0,0,0,0,0.000728,1,0,1
SinchanaEP,SinchanaEP,,19,4,0,0,0,0,0,0.000728,1,0,1
GIRISHKARANTHJ,GIRISHKARANTHJ,,30,4,0,0,0,0,0,0.000728,1,0,1
SaurabhJain0071,SaurabhJain0071,,9,4,0,0,0,0,0,0.000728,1,0,1
byul_bluebird,byul_bluebird,,27,4,0,0,0,0,0,0.000728,1,0,1
AkshayJalwadi,AkshayJalwadi,,60,4,0,0,0,0,0,0.000728,1,0,1
raz__d,raz__d,,8,4,0,0,0,0,0,0.000728,1,0,1
manojkumar19998,manojkumar19998,,13,4,0,0,0,0,0,0.000728,1,0,1
abhishek_s_y_,abhishek_s_y_,,30,4,0,0,0,0,0,0.000728,1,0,1
subbu_bs,subbu_bs,,3,4,0,0,0,0,0,0.000728,1,0,1
theweirdhousexp,theweirdhousexp,,10,4,0,0,0,0,0,0.000728,1,0,1
Vijayratnaa,Vijayratnaa,,37,4,0,0,0,0,0,0.000728,1,0,1
vr_rohit03,vr_rohit03,,15,4,0,0,0,0,0,0.000728,1,0,1
karthiksh666,karthiksh666,,135,4,0,0,0,0,0,0.000728,1,0,1
_ii_shemurr_ii_,_ii_shemurr_ii_,,3,4,0,0,0,0,0,0.000728,1,0,1
arpitadh53,arpitadh53,,14,4,0,0,0,0,0,0.000728,1,0,1
kirantg007,kirantg007,,22,4,0,0,0,0,0,0.000728,1,0,1
198914Kailsh,198914Kailsh,,3,4,0,0,0,0,0,0.000728,1,0,1
rajat594,rajat594,,5,4,0,0,0,0,0,0.000728,1,0,1
naomicullen2,naomicullen2,,19,4,0,0,0,0,0,0.000728,1,0,1
EkaranSanghvi,EkaranSanghvi,,0,4,0,0,0,0,0,0.000728,1,0,1
kelley_selena,kelley_selena,,195,4,0,0,0,0,0,0.000728,1,0,1
alainjansen22,alainjansen22,,11,4,0,0,0,0,0,0.000728,1,0,1
BICHITRA12345,BICHITRA12345,,18,4,0,0,0,0,0,0.000728,1,0,1
sillymeVanessa,sillymeVanessa,,44,4,0,0,0,0,0,0.000728,1,0,1
sunrobino,sunrobino,,7,4,0,0,0,0,0,0.000728,1,0,1
rajathrajni,rajathrajni,,26,4,0,0,0,0,0,0.000728,1,0,1
davidjoyson,davidjoyson,,276,4,0,0,0,0,0,0.000728,1,0,1
